OBJECTID;Nombre Places / Número Plazas;geo_shape;geo_point_2d
256973;1;"{""coordinates"": [-0.3884621376587571, 39.462038362547524], ""type"": ""Point""}";39.462038362547524, -0.3884621376587571
256978;1;"{""coordinates"": [-0.39318328405753483, 39.456827395697516], ""type"": ""Point""}";39.456827395697516, -0.39318328405753483
256980;1;"{""coordinates"": [-0.36457061236537874, 39.45581165969009], ""type"": ""Point""}";39.45581165969009, -0.36457061236537874
256986;1;"{""coordinates"": [-0.3930973869037208, 39.45153704555918], ""type"": ""Point""}";39.45153704555918, -0.3930973869037208
256987;1;"{""coordinates"": [-0.3901711642122662, 39.44604943901143], ""type"": ""Point""}";39.44604943901143, -0.3901711642122662
256990;1;"{""coordinates"": [-0.395729331367158, 39.482064690008976], ""type"": ""Point""}";39.482064690008976, -0.395729331367158
256991;1;"{""coordinates"": [-0.3630705956336116, 39.423246439519026], ""type"": ""Point""}";39.423246439519026, -0.3630705956336116
256998;1;"{""coordinates"": [-0.38722967966906413, 39.48836335667746], ""type"": ""Point""}";39.48836335667746, -0.38722967966906413
256999;1;"{""coordinates"": [-0.38088791962297613, 39.451766091144364], ""type"": ""Point""}";39.451766091144364, -0.38088791962297613
257001;1;"{""coordinates"": [-0.37276246104957894, 39.48694498205973], ""type"": ""Point""}";39.48694498205973, -0.37276246104957894
257002;1;"{""coordinates"": [-0.33577348606340507, 39.44730555360958], ""type"": ""Point""}";39.44730555360958, -0.33577348606340507
257003;1;"{""coordinates"": [-0.33838092513114026, 39.421855299716405], ""type"": ""Point""}";39.421855299716405, -0.33838092513114026
257004;1;"{""coordinates"": [-0.35152918512396886, 39.46215056132234], ""type"": ""Point""}";39.46215056132234, -0.35152918512396886
257009;1;"{""coordinates"": [-0.39409092023349024, 39.48222573874391], ""type"": ""Point""}";39.48222573874391, -0.39409092023349024
257010;1;"{""coordinates"": [-0.38716893348298553, 39.45293299164963], ""type"": ""Point""}";39.45293299164963, -0.38716893348298553
257012;1;"{""coordinates"": [-0.38990075026354143, 39.45799457310572], ""type"": ""Point""}";39.45799457310572, -0.38990075026354143
257013;1;"{""coordinates"": [-0.34657027590986467, 39.461204837416176], ""type"": ""Point""}";39.461204837416176, -0.34657027590986467
257014;1;"{""coordinates"": [-0.4176750295557052, 39.49912212666483], ""type"": ""Point""}";39.49912212666483, -0.4176750295557052
257018;1;"{""coordinates"": [-0.36149001997289243, 39.489154774092476], ""type"": ""Point""}";39.489154774092476, -0.36149001997289243
257019;1;"{""coordinates"": [-0.3752608365326541, 39.45576251230886], ""type"": ""Point""}";39.45576251230886, -0.3752608365326541
257027;1;"{""coordinates"": [-0.3835219095020633, 39.44011179413522], ""type"": ""Point""}";39.44011179413522, -0.3835219095020633
257028;1;"{""coordinates"": [-0.38337243422558354, 39.44009701511007], ""type"": ""Point""}";39.44009701511007, -0.38337243422558354
257030;1;"{""coordinates"": [-0.3979131978951031, 39.46925347673776], ""type"": ""Point""}";39.46925347673776, -0.3979131978951031
257031;1;"{""coordinates"": [-0.3823241627669268, 39.43999186415041], ""type"": ""Point""}";39.43999186415041, -0.3823241627669268
257035;1;"{""coordinates"": [-0.3826101087523501, 39.438905954115064], ""type"": ""Point""}";39.438905954115064, -0.3826101087523501
257043;1;"{""coordinates"": [-0.36240549140991957, 39.45836546326079], ""type"": ""Point""}";39.45836546326079, -0.36240549140991957
257044;1;"{""coordinates"": [-0.3623013474148961, 39.45832127184891], ""type"": ""Point""}";39.45832127184891, -0.3623013474148961
257052;1;"{""coordinates"": [-0.3590065264250163, 39.459386102960586], ""type"": ""Point""}";39.459386102960586, -0.3590065264250163
257053;1;"{""coordinates"": [-0.3584635223875207, 39.457875583042615], ""type"": ""Point""}";39.457875583042615, -0.3584635223875207
257057;1;"{""coordinates"": [-0.3587873012526068, 39.4571194108656], ""type"": ""Point""}";39.4571194108656, -0.3587873012526068
257059;1;"{""coordinates"": [-0.3915886309501887, 39.47022796713606], ""type"": ""Point""}";39.47022796713606, -0.3915886309501887
257060;1;"{""coordinates"": [-0.34838767106712276, 39.46951979539682], ""type"": ""Point""}";39.46951979539682, -0.34838767106712276
257062;1;"{""coordinates"": [-0.3455231758349668, 39.468801508049275], ""type"": ""Point""}";39.468801508049275, -0.3455231758349668
257063;1;"{""coordinates"": [-0.34056236754315566, 39.4673457834334], ""type"": ""Point""}";39.4673457834334, -0.34056236754315566
257064;1;"{""coordinates"": [-0.34699086331164647, 39.45978441462319], ""type"": ""Point""}";39.45978441462319, -0.34699086331164647
257065;1;"{""coordinates"": [-0.4070257404680631, 39.472012421888216], ""type"": ""Point""}";39.472012421888216, -0.4070257404680631
257068;1;"{""coordinates"": [-0.3395798437664642, 39.46388215884185], ""type"": ""Point""}";39.46388215884185, -0.3395798437664642
257070;1;"{""coordinates"": [-0.40250300512145837, 39.49539215364263], ""type"": ""Point""}";39.49539215364263, -0.40250300512145837
257071;1;"{""coordinates"": [-0.4028081728915987, 39.496282414452295], ""type"": ""Point""}";39.496282414452295, -0.4028081728915987
257078;1;"{""coordinates"": [-0.33885305323446335, 39.468091207786905], ""type"": ""Point""}";39.468091207786905, -0.33885305323446335
257081;1;"{""coordinates"": [-0.3383047803278451, 39.42241268758528], ""type"": ""Point""}";39.42241268758528, -0.3383047803278451
257083;2;"{""coordinates"": [-0.359576343974044, 39.47783697844477], ""type"": ""Point""}";39.47783697844477, -0.359576343974044
257088;1;"{""coordinates"": [-0.37830116879567877, 39.48547248126157], ""type"": ""Point""}";39.48547248126157, -0.37830116879567877
257095;1;"{""coordinates"": [-0.3974334936110215, 39.47951017866677], ""type"": ""Point""}";39.47951017866677, -0.3974334936110215
257098;1;"{""coordinates"": [-0.3993097571169334, 39.46497754311012], ""type"": ""Point""}";39.46497754311012, -0.3993097571169334
257102;1;"{""coordinates"": [-0.3596749953279848, 39.45754832796117], ""type"": ""Point""}";39.45754832796117, -0.3596749953279848
257105;1;"{""coordinates"": [-0.3387606109582755, 39.46350129486809], ""type"": ""Point""}";39.46350129486809, -0.3387606109582755
257111;1;"{""coordinates"": [-0.39067433603603036, 39.48842087823831], ""type"": ""Point""}";39.48842087823831, -0.39067433603603036
257114;1;"{""coordinates"": [-0.3671940986595997, 39.47034283640838], ""type"": ""Point""}";39.47034283640838, -0.3671940986595997
257118;1;"{""coordinates"": [-0.3703678724794624, 39.455068560257885], ""type"": ""Point""}";39.455068560257885, -0.3703678724794624
257128;2;"{""coordinates"": [-0.3164548985195483, 39.3588491063323], ""type"": ""Point""}";39.3588491063323, -0.3164548985195483
257132;1;"{""coordinates"": [-0.39050869747037337, 39.44484290408004], ""type"": ""Point""}";39.44484290408004, -0.39050869747037337
257136;1;"{""coordinates"": [-0.3634037290546088, 39.47576000254483], ""type"": ""Point""}";39.47576000254483, -0.3634037290546088
257139;1;"{""coordinates"": [-0.38749499325930786, 39.45836142116575], ""type"": ""Point""}";39.45836142116575, -0.38749499325930786
257143;1;"{""coordinates"": [-0.4110401757785928, 39.46094517590112], ""type"": ""Point""}";39.46094517590112, -0.4110401757785928
257145;1;"{""coordinates"": [-0.36616659687147796, 39.42960988548516], ""type"": ""Point""}";39.42960988548516, -0.36616659687147796
257146;1;"{""coordinates"": [-0.333736747344213, 39.46582240402355], ""type"": ""Point""}";39.46582240402355, -0.333736747344213
257147;1;"{""coordinates"": [-0.3684211089064914, 39.486310937348804], ""type"": ""Point""}";39.486310937348804, -0.3684211089064914
257149;1;"{""coordinates"": [-0.37551010020655834, 39.487584293025286], ""type"": ""Point""}";39.487584293025286, -0.37551010020655834
257154;1;"{""coordinates"": [-0.39426355726299406, 39.48853709678047], ""type"": ""Point""}";39.48853709678047, -0.39426355726299406
257155;1;"{""coordinates"": [-0.38280564943743034, 39.46334260064693], ""type"": ""Point""}";39.46334260064693, -0.38280564943743034
257156;1;"{""coordinates"": [-0.3612010553998866, 39.428409597652575], ""type"": ""Point""}";39.428409597652575, -0.3612010553998866
257157;1;"{""coordinates"": [-0.36176451673972465, 39.45745871987807], ""type"": ""Point""}";39.45745871987807, -0.36176451673972465
257158;1;"{""coordinates"": [-0.41911502250119054, 39.503451786823675], ""type"": ""Point""}";39.503451786823675, -0.41911502250119054
257161;1;"{""coordinates"": [-0.3786625495025922, 39.48475799473983], ""type"": ""Point""}";39.48475799473983, -0.3786625495025922
257163;1;"{""coordinates"": [-0.3700299895507692, 39.457080301767895], ""type"": ""Point""}";39.457080301767895, -0.3700299895507692
257165;1;"{""coordinates"": [-0.37089924242655453, 39.447176014886345], ""type"": ""Point""}";39.447176014886345, -0.37089924242655453
257166;1;"{""coordinates"": [-0.37908672261354964, 39.45037965943229], ""type"": ""Point""}";39.45037965943229, -0.37908672261354964
257170;1;"{""coordinates"": [-0.39325899567398254, 39.46188380653424], ""type"": ""Point""}";39.46188380653424, -0.39325899567398254
257176;1;"{""coordinates"": [-0.34740891771429205, 39.46553546900015], ""type"": ""Point""}";39.46553546900015, -0.34740891771429205
257182;1;"{""coordinates"": [-0.388549256582578, 39.49040872850773], ""type"": ""Point""}";39.49040872850773, -0.388549256582578
257183;1;"{""coordinates"": [-0.3929522460813775, 39.47576630424077], ""type"": ""Point""}";39.47576630424077, -0.3929522460813775
257189;1;"{""coordinates"": [-0.3265165358349563, 39.46998093189271], ""type"": ""Point""}";39.46998093189271, -0.3265165358349563
257190;1;"{""coordinates"": [-0.34276303456621904, 39.46582493398192], ""type"": ""Point""}";39.46582493398192, -0.34276303456621904
257191;1;"{""coordinates"": [-0.3597406032049641, 39.4573440576885], ""type"": ""Point""}";39.4573440576885, -0.3597406032049641
257192;1;"{""coordinates"": [-0.36379008415570374, 39.485432580402446], ""type"": ""Point""}";39.485432580402446, -0.36379008415570374
257196;1;"{""coordinates"": [-0.3674677686568514, 39.448589446616026], ""type"": ""Point""}";39.448589446616026, -0.3674677686568514
257197;1;"{""coordinates"": [-0.3954785820016019, 39.50032445294753], ""type"": ""Point""}";39.50032445294753, -0.3954785820016019
257198;1;"{""coordinates"": [-0.33113687934789976, 39.465505742487466], ""type"": ""Point""}";39.465505742487466, -0.33113687934789976
257201;1;"{""coordinates"": [-0.329418501910201, 39.47318862391353], ""type"": ""Point""}";39.47318862391353, -0.329418501910201
257204;1;"{""coordinates"": [-0.33717817201717615, 39.47273247808165], ""type"": ""Point""}";39.47273247808165, -0.33717817201717615
257205;1;"{""coordinates"": [-0.4224960310163617, 39.50413378219645], ""type"": ""Point""}";39.50413378219645, -0.4224960310163617
257206;1;"{""coordinates"": [-0.3697249146818104, 39.496670714986955], ""type"": ""Point""}";39.496670714986955, -0.3697249146818104
257208;1;"{""coordinates"": [-0.39852055359363026, 39.45995134433494], ""type"": ""Point""}";39.45995134433494, -0.39852055359363026
257210;1;"{""coordinates"": [-0.4009216549089225, 39.47258032000118], ""type"": ""Point""}";39.47258032000118, -0.4009216549089225
257211;1;"{""coordinates"": [-0.33504297951580697, 39.46598710052043], ""type"": ""Point""}";39.46598710052043, -0.33504297951580697
257215;0;"{""coordinates"": [-0.4167945936801626, 39.50081568133173], ""type"": ""Point""}";39.50081568133173, -0.4167945936801626
257218;1;"{""coordinates"": [-0.37587166463582233, 39.482763366415675], ""type"": ""Point""}";39.482763366415675, -0.37587166463582233
257221;1;"{""coordinates"": [-0.39228754099409024, 39.44704557227771], ""type"": ""Point""}";39.44704557227771, -0.39228754099409024
257223;1;"{""coordinates"": [-0.37886592989043416, 39.448962105432145], ""type"": ""Point""}";39.448962105432145, -0.37886592989043416
257227;1;"{""coordinates"": [-0.3863780233729683, 39.44814872395569], ""type"": ""Point""}";39.44814872395569, -0.3863780233729683
257230;1;"{""coordinates"": [-0.3708452115326791, 39.44756012684879], ""type"": ""Point""}";39.44756012684879, -0.3708452115326791
257231;1;"{""coordinates"": [-0.3935123889021377, 39.463969061082175], ""type"": ""Point""}";39.463969061082175, -0.3935123889021377
257236;1;"{""coordinates"": [-0.3757528366687904, 39.45457352222168], ""type"": ""Point""}";39.45457352222168, -0.3757528366687904
257238;1;"{""coordinates"": [-0.3726094406294905, 39.45026805491772], ""type"": ""Point""}";39.45026805491772, -0.3726094406294905
257239;1;"{""coordinates"": [-0.37495896760467645, 39.454106739255366], ""type"": ""Point""}";39.454106739255366, -0.37495896760467645
257242;1;"{""coordinates"": [-0.39013487176075873, 39.470661750443696], ""type"": ""Point""}";39.470661750443696, -0.39013487176075873
257247;1;"{""coordinates"": [-0.4004186300822293, 39.49529697228525], ""type"": ""Point""}";39.49529697228525, -0.4004186300822293
257250;0;"{""coordinates"": [-0.37451272031303, 39.45280822763941], ""type"": ""Point""}";39.45280822763941, -0.37451272031303
257252;1;"{""coordinates"": [-0.37397271930602444, 39.449955277581125], ""type"": ""Point""}";39.449955277581125, -0.37397271930602444
257256;1;"{""coordinates"": [-0.3332589194719677, 39.46866318398071], ""type"": ""Point""}";39.46866318398071, -0.3332589194719677
257260;1;"{""coordinates"": [-0.3805483343562886, 39.44723102436042], ""type"": ""Point""}";39.44723102436042, -0.3805483343562886
257262;1;"{""coordinates"": [-0.3852051415147482, 39.46744608380364], ""type"": ""Point""}";39.46744608380364, -0.3852051415147482
257263;1;"{""coordinates"": [-0.38518492972388735, 39.46763940860345], ""type"": ""Point""}";39.46763940860345, -0.38518492972388735
257267;1;"{""coordinates"": [-0.3993807592843693, 39.49342267336585], ""type"": ""Point""}";39.49342267336585, -0.3993807592843693
257269;1;"{""coordinates"": [-0.3978572314513946, 39.494722614140926], ""type"": ""Point""}";39.494722614140926, -0.3978572314513946
257276;1;"{""coordinates"": [-0.39415759417444707, 39.45515788034926], ""type"": ""Point""}";39.45515788034926, -0.39415759417444707
257279;1;"{""coordinates"": [-0.40607994289282445, 39.48188292928729], ""type"": ""Point""}";39.48188292928729, -0.40607994289282445
257284;1;"{""coordinates"": [-0.42630684239304284, 39.49927590803606], ""type"": ""Point""}";39.49927590803606, -0.42630684239304284
257287;6;"{""coordinates"": [-0.3248691884901878, 39.471515395063676], ""type"": ""Point""}";39.471515395063676, -0.3248691884901878
257296;1;"{""coordinates"": [-0.392474065824756, 39.46641370999082], ""type"": ""Point""}";39.46641370999082, -0.392474065824756
257298;1;"{""coordinates"": [-0.3901642294953526, 39.464998592026575], ""type"": ""Point""}";39.464998592026575, -0.3901642294953526
257299;1;"{""coordinates"": [-0.38938624646069103, 39.46433591559527], ""type"": ""Point""}";39.46433591559527, -0.38938624646069103
257302;1;"{""coordinates"": [-0.3894863442110004, 39.462714873141536], ""type"": ""Point""}";39.462714873141536, -0.3894863442110004
257303;1;"{""coordinates"": [-0.3876171355974052, 39.46241258853667], ""type"": ""Point""}";39.46241258853667, -0.3876171355974052
257307;1;"{""coordinates"": [-0.38778904192819236, 39.46869218500984], ""type"": ""Point""}";39.46869218500984, -0.38778904192819236
257311;1;"{""coordinates"": [-0.383645937697856, 39.46760005035198], ""type"": ""Point""}";39.46760005035198, -0.383645937697856
257317;1;"{""coordinates"": [-0.33172095926740963, 39.47126087313313], ""type"": ""Point""}";39.47126087313313, -0.33172095926740963
257322;1;"{""coordinates"": [-0.32797794903799926, 39.48211125796029], ""type"": ""Point""}";39.48211125796029, -0.32797794903799926
257326;1;"{""coordinates"": [-0.328014241185692, 39.482793475631695], ""type"": ""Point""}";39.482793475631695, -0.328014241185692
