OBJECTID;Nombre Places / Número Plazas;geo_shape;geo_point_2d
257739;1;"{""coordinates"": [-0.3582893031003612, 39.483541829069175], ""type"": ""Point""}";39.483541829069175, -0.3582893031003612
257741;1;"{""coordinates"": [-0.35859466177142935, 39.49248471272966], ""type"": ""Point""}";39.49248471272966, -0.35859466177142935
257743;1;"{""coordinates"": [-0.3614795313273973, 39.49227053691005], ""type"": ""Point""}";39.49227053691005, -0.3614795313273973
257744;1;"{""coordinates"": [-0.35884047488991594, 39.490040849239385], ""type"": ""Point""}";39.490040849239385, -0.35884047488991594
257748;1;"{""coordinates"": [-0.36122914211622525, 39.48747375318116], ""type"": ""Point""}";39.48747375318116, -0.36122914211622525
257750;1;"{""coordinates"": [-0.35847943616342637, 39.48574155792977], ""type"": ""Point""}";39.48574155792977, -0.35847943616342637
257751;1;"{""coordinates"": [-0.36034856094431805, 39.485772187094454], ""type"": ""Point""}";39.485772187094454, -0.36034856094431805
257752;1;"{""coordinates"": [-0.3598294961090692, 39.485311010668156], ""type"": ""Point""}";39.485311010668156, -0.3598294961090692
257764;2;"{""coordinates"": [-0.3709870839569522, 39.44961300387661], ""type"": ""Point""}";39.44961300387661, -0.3709870839569522
257773;1;"{""coordinates"": [-0.3636859408767774, 39.45490863430868], ""type"": ""Point""}";39.45490863430868, -0.3636859408767774
257777;1;"{""coordinates"": [-0.36978676082964884, 39.45131084513892], ""type"": ""Point""}";39.45131084513892, -0.36978676082964884
257782;1;"{""coordinates"": [-0.3725910026141332, 39.45415237390146], ""type"": ""Point""}";39.45415237390146, -0.3725910026141332
257790;1;"{""coordinates"": [-0.3339563210185395, 39.47252882629837], ""type"": ""Point""}";39.47252882629837, -0.3339563210185395
257791;1;"{""coordinates"": [-0.3350816495212502, 39.471270478971306], ""type"": ""Point""}";39.471270478971306, -0.3350816495212502
257792;1;"{""coordinates"": [-0.3346698868099813, 39.47196727548504], ""type"": ""Point""}";39.47196727548504, -0.3346698868099813
257796;1;"{""coordinates"": [-0.34379895488127765, 39.47419420671151], ""type"": ""Point""}";39.47419420671151, -0.34379895488127765
257801;1;"{""coordinates"": [-0.34211608098014223, 39.47281335274806], ""type"": ""Point""}";39.47281335274806, -0.34211608098014223
257808;1;"{""coordinates"": [-0.35536763836395513, 39.48186117310102], ""type"": ""Point""}";39.48186117310102, -0.35536763836395513
257812;3;"{""coordinates"": [-0.36583182087795263, 39.45513611501728], ""type"": ""Point""}";39.45513611501728, -0.36583182087795263
257817;1;"{""coordinates"": [-0.36522518416267397, 39.45780271586739], ""type"": ""Point""}";39.45780271586739, -0.36522518416267397
257820;1;"{""coordinates"": [-0.36359632359076693, 39.45851609269339], ""type"": ""Point""}";39.45851609269339, -0.36359632359076693
257824;1;"{""coordinates"": [-0.3617876556645305, 39.457148585927385], ""type"": ""Point""}";39.457148585927385, -0.3617876556645305
257826;1;"{""coordinates"": [-0.3608600257074561, 39.45754595627379], ""type"": ""Point""}";39.45754595627379, -0.3608600257074561
257827;1;"{""coordinates"": [-0.3608196187901726, 39.4586994881648], ""type"": ""Point""}";39.4586994881648, -0.3608196187901726
257829;1;"{""coordinates"": [-0.36751172508943475, 39.45786199883179], ""type"": ""Point""}";39.45786199883179, -0.36751172508943475
257830;1;"{""coordinates"": [-0.3683530550987374, 39.457867791690035], ""type"": ""Point""}";39.457867791690035, -0.3683530550987374
257834;1;"{""coordinates"": [-0.3525902806065411, 39.475768253603356], ""type"": ""Point""}";39.475768253603356, -0.3525902806065411
257835;1;"{""coordinates"": [-0.3523629039460815, 39.477938165217786], ""type"": ""Point""}";39.477938165217786, -0.3523629039460815
257836;1;"{""coordinates"": [-0.3621499267775144, 39.47068000447434], ""type"": ""Point""}";39.47068000447434, -0.3621499267775144
257839;1;"{""coordinates"": [-0.357162093490071, 39.475335847586834], ""type"": ""Point""}";39.475335847586834, -0.357162093490071
257843;5;"{""coordinates"": [-0.3608388238911204, 39.47943096702928], ""type"": ""Point""}";39.47943096702928, -0.3608388238911204
257846;1;"{""coordinates"": [-0.3622735362110737, 39.483143415773], ""type"": ""Point""}";39.483143415773, -0.3622735362110737
257847;1;"{""coordinates"": [-0.3627144355070998, 39.48278907289303], ""type"": ""Point""}";39.48278907289303, -0.3627144355070998
257850;1;"{""coordinates"": [-0.3587389136699504, 39.481077091730064], ""type"": ""Point""}";39.481077091730064, -0.3587389136699504
257852;1;"{""coordinates"": [-0.36172140597205676, 39.48072043362192], ""type"": ""Point""}";39.48072043362192, -0.36172140597205676
257853;1;"{""coordinates"": [-0.3693011814066334, 39.48119843346074], ""type"": ""Point""}";39.48119843346074, -0.3693011814066334
257860;1;"{""coordinates"": [-0.36194986838050713, 39.46294580265125], ""type"": ""Point""}";39.46294580265125, -0.36194986838050713
257875;1;"{""coordinates"": [-0.3676121517453009, 39.484673513250705], ""type"": ""Point""}";39.484673513250705, -0.3676121517453009
257877;1;"{""coordinates"": [-0.3678213170795261, 39.486171382526344], ""type"": ""Point""}";39.486171382526344, -0.3678213170795261
257882;1;"{""coordinates"": [-0.3655005966359712, 39.48931593529405], ""type"": ""Point""}";39.48931593529405, -0.3655005966359712
257883;1;"{""coordinates"": [-0.37319224801599754, 39.48039352587038], ""type"": ""Point""}";39.48039352587038, -0.37319224801599754
257886;1;"{""coordinates"": [-0.33312142685126733, 39.447403438288546], ""type"": ""Point""}";39.447403438288546, -0.33312142685126733
257893;1;"{""coordinates"": [-0.33525466643261076, 39.450206779234726], ""type"": ""Point""}";39.450206779234726, -0.33525466643261076
257898;1;"{""coordinates"": [-0.3339931839345089, 39.45897990952732], ""type"": ""Point""}";39.45897990952732, -0.3339931839345089
257903;1;"{""coordinates"": [-0.3717271381678888, 39.46689377474789], ""type"": ""Point""}";39.46689377474789, -0.3717271381678888
257906;1;"{""coordinates"": [-0.3729133100804003, 39.475287987540575], ""type"": ""Point""}";39.475287987540575, -0.3729133100804003
257909;1;"{""coordinates"": [-0.3492350268581631, 39.46001763591235], ""type"": ""Point""}";39.46001763591235, -0.3492350268581631
257916;1;"{""coordinates"": [-0.34149799147476967, 39.46103796350109], ""type"": ""Point""}";39.46103796350109, -0.34149799147476967
257917;1;"{""coordinates"": [-0.3449539631778965, 39.462600847689025], ""type"": ""Point""}";39.462600847689025, -0.3449539631778965
257921;1;"{""coordinates"": [-0.3471402600627931, 39.46266340548273], ""type"": ""Point""}";39.46266340548273, -0.3471402600627931
257923;1;"{""coordinates"": [-0.3492712340913146, 39.46329741073354], ""type"": ""Point""}";39.46329741073354, -0.3492712340913146
257927;2;"{""coordinates"": [-0.3247241815518805, 39.46575968760715], ""type"": ""Point""}";39.46575968760715, -0.3247241815518805
257932;1;"{""coordinates"": [-0.34892402086516944, 39.46883616863081], ""type"": ""Point""}";39.46883616863081, -0.34892402086516944
257935;1;"{""coordinates"": [-0.3985914051021792, 39.469570104679875], ""type"": ""Point""}";39.469570104679875, -0.3985914051021792
257937;1;"{""coordinates"": [-0.3736075004235196, 39.488978023288055], ""type"": ""Point""}";39.488978023288055, -0.3736075004235196
257938;1;"{""coordinates"": [-0.38887167121389005, 39.45189280116139], ""type"": ""Point""}";39.45189280116139, -0.38887167121389005
257939;1;"{""coordinates"": [-0.3590278653466788, 39.475779164444006], ""type"": ""Point""}";39.475779164444006, -0.3590278653466788
257941;1;"{""coordinates"": [-0.3348682787982343, 39.44854615365706], ""type"": ""Point""}";39.44854615365706, -0.3348682787982343
257946;1;"{""coordinates"": [-0.36920341682241764, 39.49380141178713], ""type"": ""Point""}";39.49380141178713, -0.36920341682241764
257947;1;"{""coordinates"": [-0.3392464092455724, 39.42135086353737], ""type"": ""Point""}";39.42135086353737, -0.3392464092455724
257948;1;"{""coordinates"": [-0.3932900906299914, 39.46109065475206], ""type"": ""Point""}";39.46109065475206, -0.3932900906299914
257949;2;"{""coordinates"": [-0.3835559742205883, 39.45630828300653], ""type"": ""Point""}";39.45630828300653, -0.3835559742205883
257951;1;"{""coordinates"": [-0.3688287877365596, 39.455295378709685], ""type"": ""Point""}";39.455295378709685, -0.3688287877365596
257959;1;"{""coordinates"": [-0.3471342467538759, 39.46913582022837], ""type"": ""Point""}";39.46913582022837, -0.3471342467538759
257963;1;"{""coordinates"": [-0.39125777906032533, 39.46708109298961], ""type"": ""Point""}";39.46708109298961, -0.39125777906032533
257964;1;"{""coordinates"": [-0.3343020105362146, 39.44719200538912], ""type"": ""Point""}";39.44719200538912, -0.3343020105362146
257966;1;"{""coordinates"": [-0.3735379557158972, 39.454300035893134], ""type"": ""Point""}";39.454300035893134, -0.3735379557158972
257967;1;"{""coordinates"": [-0.3509430808524957, 39.47815248425898], ""type"": ""Point""}";39.47815248425898, -0.3509430808524957
257971;3;"{""coordinates"": [-0.37957071759974376, 39.47043964259138], ""type"": ""Point""}";39.47043964259138, -0.37957071759974376
257972;1;"{""coordinates"": [-0.36672056477816195, 39.4595079285815], ""type"": ""Point""}";39.4595079285815, -0.36672056477816195
257974;1;"{""coordinates"": [-0.3323621633972168, 39.44769304171035], ""type"": ""Point""}";39.44769304171035, -0.3323621633972168
257979;1;"{""coordinates"": [-0.39807017695958596, 39.47176468858276], ""type"": ""Point""}";39.47176468858276, -0.39807017695958596
257980;2;"{""coordinates"": [-0.3994379630632397, 39.48570647945138], ""type"": ""Point""}";39.48570647945138, -0.3994379630632397
257983;3;"{""coordinates"": [-0.3751566150289058, 39.44455706895643], ""type"": ""Point""}";39.44455706895643, -0.3751566150289058
257985;1;"{""coordinates"": [-0.35794811483034134, 39.48770523251718], ""type"": ""Point""}";39.48770523251718, -0.35794811483034134
257989;1;"{""coordinates"": [-0.32912593185259414, 39.465105949747596], ""type"": ""Point""}";39.465105949747596, -0.32912593185259414
257991;1;"{""coordinates"": [-0.40407381607553555, 39.53955837538777], ""type"": ""Point""}";39.53955837538777, -0.40407381607553555
257992;1;"{""coordinates"": [-0.39421657538126137, 39.49070847883661], ""type"": ""Point""}";39.49070847883661, -0.39421657538126137
257993;1;"{""coordinates"": [-0.37193930875905085, 39.493082994924094], ""type"": ""Point""}";39.493082994924094, -0.37193930875905085
257998;2;"{""coordinates"": [-0.3465191101165885, 39.4676799695101], ""type"": ""Point""}";39.4676799695101, -0.3465191101165885
258002;1;"{""coordinates"": [-0.3974354660471213, 39.470012745479394], ""type"": ""Point""}";39.470012745479394, -0.3974354660471213
258004;1;"{""coordinates"": [-0.36849916262524757, 39.47177855924128], ""type"": ""Point""}";39.47177855924128, -0.36849916262524757
258005;1;"{""coordinates"": [-0.3903347029600177, 39.47346470913816], ""type"": ""Point""}";39.47346470913816, -0.3903347029600177
258006;1;"{""coordinates"": [-0.39972746737005305, 39.47031636221993], ""type"": ""Point""}";39.47031636221993, -0.39972746737005305
258008;1;"{""coordinates"": [-0.3294099801264939, 39.464024942734135], ""type"": ""Point""}";39.464024942734135, -0.3294099801264939
258016;1;"{""coordinates"": [-0.398988681244321, 39.46202812554962], ""type"": ""Point""}";39.46202812554962, -0.398988681244321
258017;2;"{""coordinates"": [-0.3485652686568574, 39.46308675297279], ""type"": ""Point""}";39.46308675297279, -0.3485652686568574
258021;1;"{""coordinates"": [-0.3557322817720162, 39.465833367075746], ""type"": ""Point""}";39.465833367075746, -0.3557322817720162
258022;1;"{""coordinates"": [-0.38678133564936257, 39.456742787519616], ""type"": ""Point""}";39.456742787519616, -0.38678133564936257
258026;1;"{""coordinates"": [-0.38101376100175444, 39.449220933020015], ""type"": ""Point""}";39.449220933020015, -0.38101376100175444
258027;2;"{""coordinates"": [-0.3695628880236532, 39.475480666974484], ""type"": ""Point""}";39.475480666974484, -0.3695628880236532
258032;1;"{""coordinates"": [-0.3288335083031632, 39.46709550141636], ""type"": ""Point""}";39.46709550141636, -0.3288335083031632
258034;1;"{""coordinates"": [-0.39825341491678123, 39.49346144362164], ""type"": ""Point""}";39.49346144362164, -0.39825341491678123
258036;1;"{""coordinates"": [-0.39033592253185334, 39.48930703178186], ""type"": ""Point""}";39.48930703178186, -0.39033592253185334
258038;1;"{""coordinates"": [-0.3948647360035302, 39.46308004111479], ""type"": ""Point""}";39.46308004111479, -0.3948647360035302
258044;1;"{""coordinates"": [-0.32686350982689916, 39.478414096731115], ""type"": ""Point""}";39.478414096731115, -0.32686350982689916
258046;1;"{""coordinates"": [-0.39144317861696165, 39.46143292828283], ""type"": ""Point""}";39.46143292828283, -0.39144317861696165
258051;1;"{""coordinates"": [-0.32779285981023637, 39.47637935777435], ""type"": ""Point""}";39.47637935777435, -0.32779285981023637
258055;1;"{""coordinates"": [-0.39088173278841304, 39.45839192581984], ""type"": ""Point""}";39.45839192581984, -0.39088173278841304
258064;1;"{""coordinates"": [-0.3323385471887741, 39.46133996113352], ""type"": ""Point""}";39.46133996113352, -0.3323385471887741
258066;1;"{""coordinates"": [-0.3958455253589275, 39.480191272220864], ""type"": ""Point""}";39.480191272220864, -0.3958455253589275
258068;1;"{""coordinates"": [-0.3939649598750236, 39.480998589960805], ""type"": ""Point""}";39.480998589960805, -0.3939649598750236
258080;1;"{""coordinates"": [-0.37703885137038823, 39.44622339257541], ""type"": ""Point""}";39.44622339257541, -0.37703885137038823
258084;1;"{""coordinates"": [-0.3853444117072205, 39.48391154361719], ""type"": ""Point""}";39.48391154361719, -0.3853444117072205
258091;1;"{""coordinates"": [-0.3882638164409859, 39.440363643404716], ""type"": ""Point""}";39.440363643404716, -0.3882638164409859
258097;1;"{""coordinates"": [-0.3932209177111353, 39.4443379538294], ""type"": ""Point""}";39.4443379538294, -0.3932209177111353
258098;1;"{""coordinates"": [-0.36509460615428047, 39.46018436562322], ""type"": ""Point""}";39.46018436562322, -0.36509460615428047
258099;1;"{""coordinates"": [-0.36491867162743835, 39.45962393952377], ""type"": ""Point""}";39.45962393952377, -0.36491867162743835
258100;1;"{""coordinates"": [-0.36379081990155265, 39.458406804632546], ""type"": ""Point""}";39.458406804632546, -0.36379081990155265
258103;1;"{""coordinates"": [-0.3631908042077476, 39.45815536076393], ""type"": ""Point""}";39.45815536076393, -0.3631908042077476
258104;1;"{""coordinates"": [-0.3627862648639753, 39.461809813826484], ""type"": ""Point""}";39.461809813826484, -0.3627862648639753
258105;1;"{""coordinates"": [-0.36337157274530346, 39.46064474451768], ""type"": ""Point""}";39.46064474451768, -0.36337157274530346
258106;1;"{""coordinates"": [-0.36263516127091444, 39.46096036047612], ""type"": ""Point""}";39.46096036047612, -0.36263516127091444
258108;1;"{""coordinates"": [-0.3782436847522187, 39.49039546349266], ""type"": ""Point""}";39.49039546349266, -0.3782436847522187
258112;1;"{""coordinates"": [-0.3539053977472738, 39.485494355432365], ""type"": ""Point""}";39.485494355432365, -0.3539053977472738
258115;1;"{""coordinates"": [-0.41955258836733056, 39.504079636517645], ""type"": ""Point""}";39.504079636517645, -0.41955258836733056
258120;1;"{""coordinates"": [-0.36119712848661495, 39.48566034732301], ""type"": ""Point""}";39.48566034732301, -0.36119712848661495
258121;1;"{""coordinates"": [-0.3591338036645937, 39.48802304300861], ""type"": ""Point""}";39.48802304300861, -0.3591338036645937
258125;1;"{""coordinates"": [-0.39195557320733604, 39.4931952407029], ""type"": ""Point""}";39.4931952407029, -0.39195557320733604
258130;1;"{""coordinates"": [-0.3864512310141933, 39.46681543445342], ""type"": ""Point""}";39.46681543445342, -0.3864512310141933
258134;1;"{""coordinates"": [-0.3717838674324616, 39.4651653778858], ""type"": ""Point""}";39.4651653778858, -0.3717838674324616
258135;1;"{""coordinates"": [-0.37149760407281, 39.464754435679374], ""type"": ""Point""}";39.464754435679374, -0.37149760407281
258139;1;"{""coordinates"": [-0.3687282102314424, 39.49053655216166], ""type"": ""Point""}";39.49053655216166, -0.3687282102314424
258141;1;"{""coordinates"": [-0.3438798342704059, 39.45623866404886], ""type"": ""Point""}";39.45623866404886, -0.3438798342704059
258204;1;"{""coordinates"": [-0.3755225951578168, 39.43257153794326], ""type"": ""Point""}";39.43257153794326, -0.3755225951578168
258147;1;"{""coordinates"": [-0.3597117453730936, 39.47297087011459], ""type"": ""Point""}";39.47297087011459, -0.3597117453730936
258152;1;"{""coordinates"": [-0.3348096863542293, 39.446275880091505], ""type"": ""Point""}";39.446275880091505, -0.3348096863542293
258155;1;"{""coordinates"": [-0.36938474722094666, 39.46526349833742], ""type"": ""Point""}";39.46526349833742, -0.36938474722094666
258158;1;"{""coordinates"": [-0.35168271599513296, 39.4695552855854], ""type"": ""Point""}";39.4695552855854, -0.35168271599513296
258164;1;"{""coordinates"": [-0.3506690903317274, 39.46353129850693], ""type"": ""Point""}";39.46353129850693, -0.3506690903317274
258169;1;"{""coordinates"": [-0.3801432024136804, 39.488515879017385], ""type"": ""Point""}";39.488515879017385, -0.3801432024136804
258173;1;"{""coordinates"": [-0.3675605476049861, 39.45325298489265], ""type"": ""Point""}";39.45325298489265, -0.3675605476049861
258174;1;"{""coordinates"": [-0.3932181007529323, 39.46777968025196], ""type"": ""Point""}";39.46777968025196, -0.3932181007529323
258177;1;"{""coordinates"": [-0.3646116425129119, 39.46740603082008], ""type"": ""Point""}";39.46740603082008, -0.3646116425129119
258179;1;"{""coordinates"": [-0.3641032432480356, 39.46594311331562], ""type"": ""Point""}";39.46594311331562, -0.3641032432480356
258181;1;"{""coordinates"": [-0.3626813093770573, 39.465297021541815], ""type"": ""Point""}";39.465297021541815, -0.3626813093770573
258188;1;"{""coordinates"": [-0.36428180035540464, 39.46462203368728], ""type"": ""Point""}";39.46462203368728, -0.36428180035540464
258193;1;"{""coordinates"": [-0.34853144335290076, 39.47344185800686], ""type"": ""Point""}";39.47344185800686, -0.34853144335290076
258195;1;"{""coordinates"": [-0.35402768279758695, 39.47744272995385], ""type"": ""Point""}";39.47744272995385, -0.35402768279758695
258196;1;"{""coordinates"": [-0.37690126893940645, 39.517968031757675], ""type"": ""Point""}";39.517968031757675, -0.37690126893940645
258200;1;"{""coordinates"": [-0.33020082010111834, 39.4838934221955], ""type"": ""Point""}";39.4838934221955, -0.33020082010111834
258206;1;"{""coordinates"": [-0.3761863358617565, 39.5174773697591], ""type"": ""Point""}";39.5174773697591, -0.3761863358617565
258209;1;"{""coordinates"": [-0.3759066299544865, 39.48931209565147], ""type"": ""Point""}";39.48931209565147, -0.3759066299544865
258211;1;"{""coordinates"": [-0.3615441163077423, 39.46281257659955], ""type"": ""Point""}";39.46281257659955, -0.3615441163077423
258215;1;"{""coordinates"": [-0.40824440634207015, 39.46728243389449], ""type"": ""Point""}";39.46728243389449, -0.40824440634207015
258216;1;"{""coordinates"": [-0.3957758664831602, 39.483505106318816], ""type"": ""Point""}";39.483505106318816, -0.3957758664831602
258217;1;"{""coordinates"": [-0.38934149783553706, 39.486047771111075], ""type"": ""Point""}";39.486047771111075, -0.38934149783553706
258218;1;"{""coordinates"": [-0.3847199504157429, 39.48234599650434], ""type"": ""Point""}";39.48234599650434, -0.3847199504157429
258219;1;"{""coordinates"": [-0.3844259367449862, 39.48193364992497], ""type"": ""Point""}";39.48193364992497, -0.3844259367449862
258221;1;"{""coordinates"": [-0.33404966039752754, 39.445043301893094], ""type"": ""Point""}";39.445043301893094, -0.33404966039752754
258222;1;"{""coordinates"": [-0.33728261120990183, 39.46432447846668], ""type"": ""Point""}";39.46432447846668, -0.33728261120990183
258223;1;"{""coordinates"": [-0.3476073881794181, 39.458406929240105], ""type"": ""Point""}";39.458406929240105, -0.3476073881794181
258224;1;"{""coordinates"": [-0.40440555608168977, 39.46986535704125], ""type"": ""Point""}";39.46986535704125, -0.40440555608168977
258225;1;"{""coordinates"": [-0.4042316082451761, 39.470254950756186], ""type"": ""Point""}";39.470254950756186, -0.4042316082451761
258227;1;"{""coordinates"": [-0.3995653815813134, 39.491556542044364], ""type"": ""Point""}";39.491556542044364, -0.3995653815813134
258232;1;"{""coordinates"": [-0.36799857940100716, 39.45835659087092], ""type"": ""Point""}";39.45835659087092, -0.36799857940100716
258234;1;"{""coordinates"": [-0.40757331232117744, 39.467144233690505], ""type"": ""Point""}";39.467144233690505, -0.40757331232117744
258235;1;"{""coordinates"": [-0.4132725944288334, 39.46866560913789], ""type"": ""Point""}";39.46866560913789, -0.4132725944288334
258238;1;"{""coordinates"": [-0.40264150121465153, 39.47859779536193], ""type"": ""Point""}";39.47859779536193, -0.40264150121465153
258243;1;"{""coordinates"": [-0.41016830135782273, 39.4669697441341], ""type"": ""Point""}";39.4669697441341, -0.41016830135782273
258246;1;"{""coordinates"": [-0.40795337713205787, 39.463599369706714], ""type"": ""Point""}";39.463599369706714, -0.40795337713205787
258249;1;"{""coordinates"": [-0.36283257655374673, 39.45776291755965], ""type"": ""Point""}";39.45776291755965, -0.36283257655374673
258252;1;"{""coordinates"": [-0.3338737985543038, 39.44690300173507], ""type"": ""Point""}";39.44690300173507, -0.3338737985543038
258262;1;"{""coordinates"": [-0.35042307726038363, 39.47431230478282], ""type"": ""Point""}";39.47431230478282, -0.35042307726038363
258265;1;"{""coordinates"": [-0.3909002336631856, 39.45594835271985], ""type"": ""Point""}";39.45594835271985, -0.3909002336631856
258267;1;"{""coordinates"": [-0.39277011998303873, 39.46142854269363], ""type"": ""Point""}";39.46142854269363, -0.39277011998303873
258269;1;"{""coordinates"": [-0.4050359654446767, 39.451973592316], ""type"": ""Point""}";39.451973592316, -0.4050359654446767
258273;1;"{""coordinates"": [-0.37829387397054365, 39.49647859768767], ""type"": ""Point""}";39.49647859768767, -0.37829387397054365
258274;1;"{""coordinates"": [-0.36039023300599893, 39.45887524557473], ""type"": ""Point""}";39.45887524557473, -0.36039023300599893
258276;1;"{""coordinates"": [-0.3605329314844078, 39.46170381339015], ""type"": ""Point""}";39.46170381339015, -0.3605329314844078
258277;1;"{""coordinates"": [-0.336608329462906, 39.45984866816084], ""type"": ""Point""}";39.45984866816084, -0.336608329462906
258281;1;"{""coordinates"": [-0.34773759122654574, 39.477332170691064], ""type"": ""Point""}";39.477332170691064, -0.34773759122654574
258287;1;"{""coordinates"": [-0.40220862012601233, 39.45162022139927], ""type"": ""Point""}";39.45162022139927, -0.40220862012601233
258290;1;"{""coordinates"": [-0.3930844824011213, 39.458878473422615], ""type"": ""Point""}";39.458878473422615, -0.3930844824011213
258291;1;"{""coordinates"": [-0.39787823517324505, 39.472025043165544], ""type"": ""Point""}";39.472025043165544, -0.39787823517324505
258292;1;"{""coordinates"": [-0.39327758247817424, 39.49220245346495], ""type"": ""Point""}";39.49220245346495, -0.39327758247817424
258294;1;"{""coordinates"": [-0.33028757200580694, 39.46902332570733], ""type"": ""Point""}";39.46902332570733, -0.33028757200580694
258298;1;"{""coordinates"": [-0.37882751722596947, 39.452306116703724], ""type"": ""Point""}";39.452306116703724, -0.37882751722596947
258301;1;"{""coordinates"": [-0.41410053048128276, 39.46784966172273], ""type"": ""Point""}";39.46784966172273, -0.41410053048128276
258306;2;"{""coordinates"": [-0.4111649719215148, 39.46865291173535], ""type"": ""Point""}";39.46865291173535, -0.4111649719215148
258307;1;"{""coordinates"": [-0.37463370223266973, 39.452734313522676], ""type"": ""Point""}";39.452734313522676, -0.37463370223266973
258310;1;"{""coordinates"": [-0.4025545944464071, 39.45543687026741], ""type"": ""Point""}";39.45543687026741, -0.4025545944464071
258312;1;"{""coordinates"": [-0.4010543978331435, 39.45498043087695], ""type"": ""Point""}";39.45498043087695, -0.4010543978331435
258315;1;"{""coordinates"": [-0.35866044885123793, 39.520371420212015], ""type"": ""Point""}";39.520371420212015, -0.35866044885123793
258317;1;"{""coordinates"": [-0.3501875131867828, 39.47392473706227], ""type"": ""Point""}";39.47392473706227, -0.3501875131867828
258318;1;"{""coordinates"": [-0.36976719042872735, 39.480551675252876], ""type"": ""Point""}";39.480551675252876, -0.36976719042872735
258323;1;"{""coordinates"": [-0.38618114440508994, 39.44878586998808], ""type"": ""Point""}";39.44878586998808, -0.38618114440508994
258324;1;"{""coordinates"": [-0.401535936809624, 39.45579721962906], ""type"": ""Point""}";39.45579721962906, -0.401535936809624
258330;1;"{""coordinates"": [-0.36618433415325174, 39.48701268865456], ""type"": ""Point""}";39.48701268865456, -0.36618433415325174
258332;1;"{""coordinates"": [-0.3650393350534913, 39.4865910558066], ""type"": ""Point""}";39.4865910558066, -0.3650393350534913
258333;1;"{""coordinates"": [-0.4005303302863149, 39.45965338315654], ""type"": ""Point""}";39.45965338315654, -0.4005303302863149
258336;1;"{""coordinates"": [-0.386060787280988, 39.454145572510306], ""type"": ""Point""}";39.454145572510306, -0.386060787280988
258342;1;"{""coordinates"": [-0.334334673470671, 39.452399918747666], ""type"": ""Point""}";39.452399918747666, -0.334334673470671
258345;1;"{""coordinates"": [-0.36414391718703687, 39.4869217646911], ""type"": ""Point""}";39.4869217646911, -0.36414391718703687
258348;1;"{""coordinates"": [-0.3851754733643904, 39.466932022019954], ""type"": ""Point""}";39.466932022019954, -0.3851754733643904
258352;1;"{""coordinates"": [-0.35641305699544734, 39.48914669899065], ""type"": ""Point""}";39.48914669899065, -0.35641305699544734
258356;1;"{""coordinates"": [-0.39240630260642023, 39.46988793727099], ""type"": ""Point""}";39.46988793727099, -0.39240630260642023
258362;1;"{""coordinates"": [-0.38144249073234465, 39.45243936632703], ""type"": ""Point""}";39.45243936632703, -0.38144249073234465
258367;1;"{""coordinates"": [-0.33674616432269144, 39.47350350049075], ""type"": ""Point""}";39.47350350049075, -0.33674616432269144
258369;1;"{""coordinates"": [-0.39316543432762713, 39.43555791976632], ""type"": ""Point""}";39.43555791976632, -0.39316543432762713
258370;1;"{""coordinates"": [-0.40361225677311435, 39.45503171729974], ""type"": ""Point""}";39.45503171729974, -0.40361225677311435
258375;2;"{""coordinates"": [-0.3785742595513917, 39.439908470869945], ""type"": ""Point""}";39.439908470869945, -0.3785742595513917
258378;1;"{""coordinates"": [-0.37338668965069594, 39.43998271718091], ""type"": ""Point""}";39.43998271718091, -0.37338668965069594
258380;1;"{""coordinates"": [-0.3306195647882804, 39.46393939389687], ""type"": ""Point""}";39.46393939389687, -0.3306195647882804
258383;1;"{""coordinates"": [-0.3707357622560431, 39.438704464721496], ""type"": ""Point""}";39.438704464721496, -0.3707357622560431
258385;1;"{""coordinates"": [-0.39607741263175605, 39.46543126253297], ""type"": ""Point""}";39.46543126253297, -0.39607741263175605
258390;1;"{""coordinates"": [-0.33118888770752064, 39.4803567842042], ""type"": ""Point""}";39.4803567842042, -0.33118888770752064
258395;1;"{""coordinates"": [-0.3341737798385579, 39.4476514662315], ""type"": ""Point""}";39.4476514662315, -0.3341737798385579
258397;1;"{""coordinates"": [-0.40617266036294636, 39.54134429283625], ""type"": ""Point""}";39.54134429283625, -0.40617266036294636
258399;1;"{""coordinates"": [-0.4052150544684381, 39.49505681278752], ""type"": ""Point""}";39.49505681278752, -0.4052150544684381
258405;1;"{""coordinates"": [-0.3621569328036623, 39.47659059443115], ""type"": ""Point""}";39.47659059443115, -0.3621569328036623
258406;1;"{""coordinates"": [-0.36613505891679765, 39.4776036430321], ""type"": ""Point""}";39.4776036430321, -0.36613505891679765
258407;2;"{""coordinates"": [-0.36935470324862907, 39.48282726916497], ""type"": ""Point""}";39.48282726916497, -0.36935470324862907
258417;1;"{""coordinates"": [-0.3470454298466999, 39.466555647952774], ""type"": ""Point""}";39.466555647952774, -0.3470454298466999
258419;1;"{""coordinates"": [-0.348129133688465, 39.468615650584255], ""type"": ""Point""}";39.468615650584255, -0.348129133688465
258420;1;"{""coordinates"": [-0.34605246070033946, 39.46831408823759], ""type"": ""Point""}";39.46831408823759, -0.34605246070033946
258423;1;"{""coordinates"": [-0.3342278009251142, 39.46829446122778], ""type"": ""Point""}";39.46829446122778, -0.3342278009251142
258425;1;"{""coordinates"": [-0.3369101692741221, 39.467488077396226], ""type"": ""Point""}";39.467488077396226, -0.3369101692741221
